Symbols
FULT
TSLA
GLRE
GBLI
AFH
TNAV
XLRN
LION
RMBS
ALCO
TTEC
UHAL
ASML
NKSH
BUSE
GPRO
CHSCL
NVMI
VRSK
NTAP
MBFI
LCNB
UTHR
HBIO
BNCL
DSKE
CVV
SOCL
FBNC
AEGN
FRBA
CSCO
LVHD
CBRL
CFA
FDIV
MACK
WSBC
MELI
PID
PESI
DLTR
NKTR
TTWO
NAVI
XONE
ULTA
HBAN
TACO
FCNCA
ATRS
NVEC
FLIC
CPSI
SLVO
BWFG
OCFC
CHMG
PKBK
AMPH
CRAY
FNY
IEP
GRMN
EBSB
WLTW
VCSH
BKCC
ROLL
SPWH
SUNS
AMNB
GAIN
BUFF
HWKN
SKYW
INBK
WHF
CTG
OMAB
EXPD
CWST
FPRX
FOX
TRMK
INFO
RVSB
MZOR
RFEU
ADSK
DLTH
PTEN
ESRX
CRAI
OIIM
EGOV
NWS
GOOD
RCKY
TTEK
CNBKA
CFO
PSTI
MSFT
NVLN
IMMR
BATRK
CTSH
FITB
PDBC
ISBC
NK
HOFT
SONA
SELB
CHUBA
EPZM
TPIC
RESN
ALXN
CAC
NATH
LIND
RDI
BSTC
ENZL
FEMB
TSC
ORBC
OFS
TROW
SASR
GSBC
SAFM
PAHC
MBWM
CARB
MTSC
ARLP
SAFT
HYZD
HTBI
AVAV
NGHC
ACOR
FTA
CSX
DGRS
TESS
UFPI
APPF
CENX
CAVM
AAPL
LXRX
SRPT
FOXA
AGRX
MCHP
NATI
HURC
PSCE
AGYS
BBGI
DMLP
FISI
PHO
GGAL
PFPT
LKQ
CPLA
KRNY
BOOM
CATY
COLL
WVE
ANDE
IPAR
HBANO
VCIT
WIFI
NTWK
REGN
SIGI
NAVG
YNDX
ORBK
FNLC
ROIC
RUTH
ADBE
KLIC
NTES
CASM
UFCS
UMPQ
ORRF
ARNA
CHUBK
SPSC
RYAAY
BMRN
TRUE
TCBK
CDNS
NH
GNCMA
HNNA
ATRO
PLXS
GT
IESC
RMCF
SATS
OMCL
IRDM
ISTR
KE
FOGO
ACSF
GAIA
CRESY
DXJS
COBZ
LBRDK
NTRSP
VRNT
MXWL
GPRE
SNHY
JVA
MOFG
PSCT
FMB
SINA
ACIW
TSEM
BCPC
DERM
GHDX
BLDR
TMUS
INTC
SFNC
CERN
STRS
IART
BNDX
CHDN
IIIN
DNKN
SHPG
PACW
NUAN
RBCAA
SRDX
TIVO
JYNT
NDSN
ARRS
OTEX
MGEE
EUFN
IBKC
DOX
VOD
MFSF
GBCI
ECOL
PFBI
ZG
SHEN
OLLI
BOCH
ULTI
CIVB
DWAS
IPAS
PSMT
COST
INFN
FARM
MORN
PATK
IDTI
CHSCP
AMSWA
HCM
PAYX
SNH
AFAM
FRBK
WING
GOLD
TZOO
APVO
TXRH
BWINB
CRVL
WIRE
BLMN
GBNK
MSCC
ADRE
AAON
CLFD
BOJA
SPTN
PRFZ
VYGR
XPLR
HALL
MCFT
KBWB
MATW
CHSCM
FLIR
AGFS
TGA
MRCC
ACWX
CMFN
RPD
MCHI
MB
RRGB
AMGN
VIAV
LORL
FYX
CVCY
MFIN
CME
VIGI
SOHO
CSOD
CDTX
STLD
PHIIK
VGIT
IAC
FFNW
TLT
HBP
WSFS
SBGI
WTFCM
CPSS
CHRW
KBWD
ACFC
SMTC
DTEA
YORW
KALU
TWOU
ALOG
EQBK
PSCF
VBTX
MDLZ
DMPI
IBUY
TLND
PYZ
GOV
IEUS
SYNL
ESGR
HBHC
KANG
WETF
PEGI
ICFI
TACT
SBPH
YIN
SYBT
HCSG
PINC
ADES
AVXS
MNST
NEO
LHCG
CSQ
QTEC
SPNE
FISV
PPH
ANSS
CNSL
HELE
MYL
CTRN
FNK
MGRC
HUBG
MMLP
STFC
CASS
VONV
PCRX
FLWS
AABA
INTU
TSCO
NXEO
STRT
DENN
GILT
AAXJ
GARS
CDXS
CSWC
FMBH
SIVB
PCH
PNNT
SBSI
CDC
OTTR
AGNC
MRLN
CG
AMAT
IDCC
PFSW
LOGI
QCRH
IBKR
CALL
DRAD
ODFL
CASH
HMST
ACGL
EEMA
AFSI
CUI
UGLD
ORIT
DGII
LPTH
MEOH
FNBG
SIRI
FEMS
NEPT
IPCC
ZIXI
NWPX
NYMT
CHY
FOMX
MCRB
HBNC
LIVN
EDIT
PXI
UCBI
BDGE
TCMD
PRAH
ZBRA
CASY
GSVC
EBMT
CHFN
FGEN
KHC
PRCP
PBCT
IONS
NTGR
HBCP
LBAI
VMBS
WEN
ZIV
SRCLP
HQY
ATSG
PEBO
BRKR
LANC
OXFD
