Symbols
CERN
DGRS
NWS
LPLA
SEIC
SCHL
INTU
VTWO
LBRDA
BCOR
AKAM
CTWS
HSIC
SCZ
DXJS
PSCD
FOGO
VRSK
PSCH
GBCI
SNLN
ONEQ
NYMT
JKHY
TCBIP
BDGE
MNST
FWONK
BOCH
MATW
FNX
ACNB
CSCO
ORBK
JBHT
FTC
ESXB
AGNC
CRWS
PSCF
SHPG
QQXT
NRIM
TCBI
INFO
CSQ
CCMP
SPNS
KBWB
BNCL
IEUS
IBB
QQQX
PSCI
HDS
DFRG
DCOM
ARTNA
MKSI
FTHI
ENFC
TYPE
GWRS
KELYA
CTBI
KBAL
CASS
HTLF
ACSF
PID
CHSCL
ALXN
FBNK
QCOM
IGOV
FNBG
ULTI
IFV
PFM
EWBC
FISV
CDK
GLPI
HOPE
FMNB
CNCR
VIVO
WASH
OCFC
AMNB
CCD
GOV
CFO
PCH
SBCF
GNTX
GPP
VIGI
CDL
CFA
EQIX
EUFN
AIMC
COLB
IBKC
CSGP
MGRC
MAR
PNQI
BRKL
QYLD
ESRX
TMUS
VTIP
PSCT
SFM
QABA
BSRR
CHSCO
STBZ
ZIV
FFIC
ABCB
DGRE
IGF
FTA
MSFG
FHB
PDP
FBNC
SRCL
SUNS
CTRE
WSFS
FFWM
TILE
VCIT
GLDI
NCBS
MSEX
EBMT
CAKE
UMPQ
CME
LPNT
CFFI
PYPL
CSFL
FNK
FUND
PCAR
PFLT
CHCO
NFBK
FULT
PNK
DWTR
TEAM
SVVC
HTBI
CHUBA
CBSH
PRFZ
PVBC
LMBS
OMAB
ANCX
NGHC
JJSF
FTGC
LBAI
ETFC
MORN
GLAD
NTAP
GRFS
SRET
NKSH
ESGR
SCSC
KCAP
SLGN
FVC
SNPS
WDFC
WMGI
FFKT
OTTR
LORL
COST
NBTB
QCLN
GILD
HBHC
HCOM
WEYS
XCRA
GARS
SYMC
AFH
MDLZ
PZZA
KBWY
PMBC
WBA
ASRV
SAFM
TBNK
TSCO
AVXS
GOOGL
OLBK
DXGE
HFWA
SFBS
BRKR
MFSF
RMR
ALLT
HAWK
PLUS
ATAX
RDVY
CHSCM
SMMF
AVHI
HTLD
NWBI
FTCS
CIZ
NAVG
AGII
KANG
LECO
AGYS
LAMR
SONA
IDCC
INDB
HALL
PROV
LSTR
PINC
DOX
CHI
WLTW
PBIP
FRAN
TURN
CSX
MHLD
STBA
NTRS
CSWI
WINA
CPTA
ACBI
VNOM
EMCI
SRCLP
CHUBK
EML
FNWB
AKRX
CGO
EQBK
CNMD
FORR
VONV
SNH
SMTC
CHSCN
FNY
GOOD
WAFD
BHBK
AAON
BUSE
KLXI
VGSH
CCBG
NDAQ
NBN
WTFCM
UNIT
FTSL
MPWR
BATRK
HBAN
CHTR
CZNC
RRR
UBNK
SHOO
TCBK
RCM
SIRI
QTEC
BATRA
LCNB
PHO
PFBI
ADTN
ACIW
COBZ
COMT
CSF
SOXX
PIZ
SMBC
LBTYA
JRVR
LANC
SSB
TFSL
CBRL
PPH
OCSL
BKCC
MRCC
ACFC
UMBF
SBUX
ISTR
LION
ESLT
QCRH
CHRW
ITRN
GBNK
ECHO
ALGT
AAPL
UFPT
CMCSA
PGJ
KBWD
ORRF
AMGN
ABTX
GABC
DISCK
SALM
STFC
NWSA
PDBC
NAVI
CTAS
NVTR
MLHR
VTWG
VTHR
WERN
BBBY
FOX
KLAC
CONE
FISI
LSXMK
AMCX
SRCE
ROIC
NATI
OPB
DSKE
SOHO
EBSB
VONG
VTWV
GBDC
MCHI
MGEE
FCNCA
RMCF
PRGS
LBTYK
GNMA
LIND
LFUS
FRME
JVA
VLGEA
SOCL
MBFI
NICE
ANSS
MERC
INDY
RDI
DHIL
ATLO
IPKW
GBLI
PKW
EFSC
UCBI
PNNT
ANGO
FEP
WTFC
CMFN
CDW
SIFI
SBGI
HBANO
AMTD
IBTX
YORW
DAKT
CSBK
STB
PBPB
MOFG
AGNCB
FLEX
ZION
FEMB
IPAR
GLRE
PIO
SP
WHF
TCPC
HMST
POOL
VCSH
SIMO
PDCO
DWIN
FNLC
SLRC
CFFN
CHY
WSBC
WLFC
CVLT
SLVO
DMLP
WSBF
UCFC
SPOK
CHW
FMBI
SIR
BMTC
FITB
EEMA
FDT
CTSH
CHKP
ACGL
IBOC
WEN
JSM
VMBS
UTHR
AVGO
SBRA
PGC
FRGI
CATY
CHDN
CRVL
FWONA
NTRSP
HBNC
RFEU
ARCC
ADRE
SKYY
MDIV
INOV
POWL
HRZN
GSBC
BANX
NXEO
CHFC
ACWX
