Symbols
ERIE
PHO
OTTR
VGLT
ESXB
ISTR
LCNB
FISV
LSXMK
BANR
COWN
VSAT
FAST
WSBF
MFSF
JKHY
MIDD
VGIT
IBKR
AVXS
OMCL
HONE
DSGX
TBK
LHCG
SRET
ACBI
COMT
EXPD
CNXN
NVMI
MOFG
ODFL
ALXN
LMRK
RELL
VIVO
CY
HMTV
CHCO
CRWS
GBLI
VTWV
NBN
FHB
JBSS
RDVY
HBAN
JBHT
PLAY
GOOD
GSM
FNWB
POOL
INBK
CHY
GARS
HAS
SBSI
VXUS
DGRS
MDRX
SIR
IBUY
ENZL
WDFC
IOSP
EXPO
FTCS
CGO
LANC
OZRK
BANF
VTIP
AVHI
NICE
WTFCM
FLIC
GNMA
TSBK
PNNT
UFPI
DMLP
FFNW
KRNY
JVA
UCFC
CDC
NWS
SKYY
AGYS
ROIC
MRCC
OLLI
DHIL
NCOM
HYZD
SOCL
ACNB
HBNC
MGEE
LVHD
WSFS
PSEC
BLMT
NFBK
ATAX
ACIW
MSBI
STBZ
CHDN
HMSY
PYZ
INTC
PIRS
CFFI
NVEC
CNTY
SP
WSBC
FCNCA
CALM
FTSM
AROW
KELYA
FOGO
XLNX
MYOK
PTC
PEBO
AAWW
PCYO
FDEF
COST
BHBK
FBNC
ITRN
PUB
UFCS
INTL
BCPC
CDK
CHFN
PSCT
PGC
CCD
JD
ATVI
PIE
QDEL
WBA
ACRS
WOOD
VTHR
BRKL
FTC
AGNCB
GRFS
IGF
PATK
CHSCN
ADES
SFST
VIGI
QCRH
DSKE
ACGL
HPT
EGBN
LECO
CA
XRAY
FVC
VCSH
OLBK
AMNB
NGHC
BCBP
BGCP
WAFD
YORW
FITB
HCM
TRMK
TECD
VNQI
VRSK
WWD
ON
GNTX
MTCH
TTEK
PRFZ
LAND
PACW
WHF
CAC
SATS
SHBI
PEY
FEMS
CBSH
AIRR
FIBK
IBOC
SNPS
EBSB
ZG
SASR
IPCC
HAFC
CME
SSNC
VOD
TFSL
AMSWA
VTWG
UTMD
RGCO
FEP
PFM
LAMR
ICLR
FTA
WINA
QABA
BLBD
PWOD
GBCI
NTRA
CZNC
WTFC
SALM
SBNY
VGSH
MGLN
ADBE
VMBS
MBFI
CVLY
MLHR
GLRE
FCBC
CHSCM
ALSK
BMRN
AAON
CIBR
RVSB
ANSS
CIZ
FWONK
FEMB
KBWD
PNFP
SSB
RRR
NDAQ
CMCSA
FFBC
PBIP
SLP
ABDC
REGN
MDLZ
CVCO
FMB
SAFT
EMCI
LBAI
CCBG
PDBC
CVV
NVDA
CLCT
LBRDA
EQIX
LOGM
BOCH
MAR
CSQ
PENN
SHPG
CVGW
SPSC
AEY
OSIS
UBSH
FBNK
SNHY
SYKE
SFNC
ISBC
RICK
EWBC
CHRW
QSII
DWTR
LORL
VYMI
MTGE
ORLY
ENTG
TURN
GABC
CATY
LIND
TCPC
UCBI
PINC
NTRS
VBTX
NEWT
SIRI
FARO
VIRT
DGICA
SYNH
AAXJ
FRBK
HFWA
CNCR
MCHI
FDIV
PYPL
KALU
AFH
GWRS
SLGN
CHMG
LION
ERI
GNBC
MSCC
CBSHP
GBNK
CHFC
VRTX
BMRC
RMCF
TMUS
CSBK
FARM
PGJ
USCR
BREW
CAKE
CALD
ORIT
ADSK
BATRK
TCRD
HTLF
AGNC
SBBP
FORR
KBWB
GLDI
KE
CCNE
SBCF
FMI
PLW
TCBIP
UMBF
CTAS
SONA
CSWI
DISH
WTBA
ESGR
CHI
NBTB
HTLD
QTEC
ULTA
NKSH
NWFL
PDP
PVBC
UPLD
FEM
MSEX
SWKS
ISCA
ASTE
CFFN
CSFL
DWAS
CSCO
FNLC
AINV
ACWI
FDUS
RDI
DENN
TROW
ARCB
STB
SMBC
CSGP
FNK
QCLN
MCBC
RMR
SIGI
ACFC
CRVS
GENC
EDGE
LSTR
INFO
TECH
QQQX
PPH
TLND
NVCR
HCSG
IBCP
FISI
PSCH
PMBC
INOV
PICO
ENFC
CDEV
GOOGL
GSBC
SAMG
CMFN
RNWK
IFGL
TEAM
CUTR
TDIV
UVSP
JBLU
USLM
HWKN
PFBC
VONG
NYMT
CDNS
SOHO
HAIN
GAIA
BWFG
PSCF
PNK
FEX
HBIO
ESSA
MPWR
ACSF
LRCX
FOXF
TACO
DCOM
FYX
BUSE
ALCO
ATLO
RNST
CTRE
CMCO
AABA
CHTR
BWINB
CWST
NATI
ATRI
SBRA
COLB
SEDG
RP
HOPE
HTBI
AMPH
WEN
DTEA
ONEQ
RPD
IPKW
BSRR
GHDX
WMGI
TNAV
ITI
LSXMA
MILN
IFV
PLUS
IBTX
PSCI
EPAY
ODP
SPOK
PEGI
SAIA
SBUX
VCLT
